source_id,api_name,api_mode,api_version,source_url,path,method,operation_id,summary,description,tags,deprecated
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/configuration,put,,Update journey configuration, Updates the configuration<br /><br /><b>Required permissions:</b><br />Following permissions are required: JourneyConfigurationEdit,JourneyConfiguration,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance,post,CreateJourney,Create journey instance, Creates a new journey instance. The request must contain journey schema id that is currently published and in                     effect.<br /><br /><b>Required permissions:</b><br />Following permissions are required: JourneyCreate,JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/{journeyInstanceId}/abort,put,AbortJourneyInstance,Cancel journey instance, Cancels a currently in progress journey instance and rejects the associated entity draft.<br /><br /><b>Required permissions:</b><br />Following permissions are required: JourneyCancel,JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/batch/abort,put,BatchAbortJourneyInstances,Batch cancel journey instances, Cancels all currently in progress journey instance and rejects the associated entity draft.<br /><br /><b>Required permissions:</b><br />Following permissions are required: JourneyCancel,JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/{journeyInstanceId}/task/complete,put,CompleteTask,Complete journey instance task,"<ul>   <li>Completes a currently in progress task.</li>   <li>                         If the task is not the last one in given process, the next task will be started, otherwise next process                         will be started.                     </li>   <li>                         If all the processes within stage finished, the next stage will be started. If it's the last stage, the                         Journey Instance will complete.                     </li> </ul><br /><br /><b>Required permissions:</b><br />Following permissions are required: JourneyEdit",JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/{journeyInstanceId}/task/{taskId}/reviewOutcome,put,SaveReviewOutcome,Save review outcome, Completes review outcome task.<br /><br /><b>Required permissions:</b><br />Following permissions are required: JourneyEdit,JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/{journeyInstanceId}/task/{taskId}/reassign,put,ReassignTask,Reassign task," Reassigns task to new team.<br /><br /><b>Required permissions:</b><br />At least one of the following permissions is required: JourneyReassignTask, JourneyReassignTaskOwnerOnly, JourneyReassignOwnerNoTaskAccess",JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/bulk-reassign,put,ReassignTaskBulk,Bulk reassign task," Reassigns tasks to new teams.<br /><br /><b>Required permissions:</b><br />At least one of the following permissions is required: JourneyReassignTask, JourneyReassignTaskOwnerOnly, JourneyReassignOwnerNoTaskAccess",JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/{journeyInstanceId}/task/{taskId}/reset,put,ResetTask,Reset task," Reset journey task. Warning: If the Task being reset belongs to parallel process (or stage), any changes                     made, may impact already closed tasks in this process (or stage)<br /><br /><b>Required permissions:</b><br />Following permissions are required: JourneyReopenTask",JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/{journeyInstanceId}/task/{taskId}/pause,put,PauseTask,Pause journey instance task, Pause a currently in progress journey instance task.<br /><br /><b>Required permissions:</b><br />Following permissions are required: JourneyPauseTask,JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/{journeyInstanceId}/task/{taskId}/unpause,put,UnpauseTask,Unpause journey instance task, Unpause a currently paused journey instance task.<br /><br /><b>Required permissions:</b><br />Following permissions are required: JourneyPauseTask,JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/{journeyInstanceId}/stage/{stageId}/pause,put,PauseStage,Pause journey instance stage, Pause a currently in-progress journey instance stage and its tasks with SLA configuration<br /><br /><b>Required permissions:</b><br />Following permissions are required: JourneyPauseStage,JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/{journeyInstanceId}/stage/{stageId}/unpause,put,UnpauseStage,Unpause journey instance stage, Unpause a currently paused journey instance stage and its tasks<br /><br /><b>Required permissions:</b><br />Following permissions are required: JourneyPauseStage,JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/{journeyInstanceId}/pause,put,PauseInstance,Pause journey instance, Pause a currently in-progress journey instance and all stages and tasks with SLA configuration<br /><br /><b>Required permissions:</b><br />Following permissions are required: JourneyPauseInstance,JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/{journeyInstanceId}/unpause,put,UnpauseInstance,Unpause journey instance, Unpause a currently paused journey instance and all stages and tasks with SLA configuration<br /><br /><b>Required permissions:</b><br />Following permissions are required: JourneyPauseInstance,JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/{id}/access-layers,put,UpdateJourneyAccessLayers,Update journey instance access layers, Updates access layers of the journey instance.<br /><br /><b>Required permissions:</b><br />Following permissions are required: JourneyChangeAccessLayers,JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/{journeyInstanceId}/task/{taskId}/reassign-read-only-teams,put,ReassignTaskReadOnlyTeams,Reassign task read only teams, Reassign task read only teams.<br /><br /><b>Required permissions:</b><br />Following permissions are required: JourneyReassignReadOnlyTask,JourneyInstance,False
journeycommand_v1,journey,command,1.0,https://api.fenergox.com/journeycommand/swagger/1.0/swagger.json,/api/journey-instance/{journeyInstanceId}/reassign-journey-owner,put,ReassignJourneyOwner,Reassign journey owner," Reassign journey owner.<br /><br /><b>Required permissions:</b><br />At least one of the following permissions is required: JourneyOwnerEdit, JourneyOwnerEditOwnerOnly",JourneyInstance,False
